edgeId,sourceContract,sourceSemanticUnit,sourceLocation,referenceKind,requiredness,targetContract,targetSemanticUnit,targetLocation,targetSemanticKind,targetLifecycleAvailability,resolutionStatus,reason,occurrenceCount
E02-917,C10,c10.validation.917,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.917,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-918,C10,c10.validation.918,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.918,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-920,C10,c10.validation.920,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.920,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-921,C10,c10.validation.921,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.921,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-922,C10,c10.validation.922,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.922,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-923,C10,c10.validation.923,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.923,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-924,C10,c10.validation.924,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.924,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-925,C10,c10.validation.925,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.925,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-926,C10,c10.validation.926,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.926,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-927,C10,c10.validation.927,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.927,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-928,C10,c10.validation.928,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.928,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-929,C10,c10.validation.929,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.929,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-950,C10,c10.validation.950,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.950,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-951,C10,c10.validation.951,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.951,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-952,C10,c10.validation.952,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.952,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-953,C10,c10.validation.953,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.953,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-954,C10,c10.validation.954,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.954,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-955,C10,c10.validation.955,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.955,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-956,C10,c10.validation.956,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.956,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-957,C10,c10.validation.957,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.957,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-958,C10,c10.validation.958,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.958,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-959,C10,c10.validation.959,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.959,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-960,C10,c10.validation.960,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.960,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-961,C10,c10.validation.961,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.961,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-962,C10,c10.validation.962,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.962,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-963,C10,c10.validation.963,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.963,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-964,C10,c10.validation.964,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.964,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-965,C10,c10.validation.965,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.965,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-966,C10,c10.validation.966,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.966,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-967,C10,c10.validation.967,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.967,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-968,C10,c10.validation.968,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.968,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-969,C10,c10.validation.969,sec9-field-bound-validation-registry,validation-to-failure citation,required,C10,c10.failure.969,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual 'Primary failure identity' cell value read literally from the table row (not inferred from numbering),1
E02-S001,C10,c10.validation.S001,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S001,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S002,C10,c10.validation.S002,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S002,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S003,C10,c10.validation.S003,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S003,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S004,C10,c10.validation.S004,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S004,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S005,C10,c10.validation.S005,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S005,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S006,C10,c10.validation.S006,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S006,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S007,C10,c10.validation.S007,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S007,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S008,C10,c10.validation.S008,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S008,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S009,C10,c10.validation.S009,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S009,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S010,C10,c10.validation.S010,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S010,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S011,C10,c10.validation.S011,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S011,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S012,C10,c10.validation.S012,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S012,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S013,C10,c10.validation.S013,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S013,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S014,C10,c10.validation.S014,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S014,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S015,C10,c10.validation.S015,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S015,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S016,C10,c10.validation.S016,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S016,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S017,C10,c10.validation.S017,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S017,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S018,C10,c10.validation.S018,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S018,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S019,C10,c10.validation.S019,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S019,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S020,C10,c10.validation.S020,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S020,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S021,C10,c10.validation.S021,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S021,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S022,C10,c10.validation.S022,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S022,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S023,C10,c10.validation.S023,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S023,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S024,C10,c10.validation.S024,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S024,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S025,C10,c10.validation.S025,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S025,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S026,C10,c10.validation.S026,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S026,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S027,C10,c10.validation.S027,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S027,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S028,C10,c10.validation.S028,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S028,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S029,C10,c10.validation.S029,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S029,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S030,C10,c10.validation.S030,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S030,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S031,C10,c10.validation.S031,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S031,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S032,C10,c10.validation.S032,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S032,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S033,C10,c10.validation.S033,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S033,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S034,C10,c10.validation.S034,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S034,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S035,C10,c10.validation.S035,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S035,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S036,C10,c10.validation.S036,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S036,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S037,C10,c10.validation.S037,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S037,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S038,C10,c10.validation.S038,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S038,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S039,C10,c10.validation.S039,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S039,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S040,C10,c10.validation.S040,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S040,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S041,C10,c10.validation.S041,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S041,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S042,C10,c10.validation.S042,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S042,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S043,C10,c10.validation.S043,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S043,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S044,C10,c10.validation.S044,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S044,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S045,C10,c10.validation.S045,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S045,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S046,C10,c10.validation.S046,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S046,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S047,C10,c10.validation.S047,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S047,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S048,C10,c10.validation.S048,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S048,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S056,C10,c10.validation.S056,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S056,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S057,C10,c10.validation.S057,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S057,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S058,C10,c10.validation.S058,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S058,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S059,C10,c10.validation.S059,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S059,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S060,C10,c10.validation.S060,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S060,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S061,C10,c10.validation.S061,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S061,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S062,C10,c10.validation.S062,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S062,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S063,C10,c10.validation.S063,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S063,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S064,C10,c10.validation.S064,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S064,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S065,C10,c10.validation.S065,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S065,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S066,C10,c10.validation.S066,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S066,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S067,C10,c10.validation.S067,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S067,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S068,C10,c10.validation.S068,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S068,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S069,C10,c10.validation.S069,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S069,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S070,C10,c10.validation.S070,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S070,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S071,C10,c10.validation.S071,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S071,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S072,C10,c10.validation.S072,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S072,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S073,C10,c10.validation.S073,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S073,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S074,C10,c10.validation.S074,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S074,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S075,C10,c10.validation.S075,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S075,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S076,C10,c10.validation.S076,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S076,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S077,C10,c10.validation.S077,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S077,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S078,C10,c10.validation.S078,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S078,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S079,C10,c10.validation.S079,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S079,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S080,C10,c10.validation.S080,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S080,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S081,C10,c10.validation.S081,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S081,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S082,C10,c10.validation.S082,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S082,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S083,C10,c10.validation.S083,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S083,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S084,C10,c10.validation.S084,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S084,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S085,C10,c10.validation.S085,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S085,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S086,C10,c10.validation.S086,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S086,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S087,C10,c10.validation.S087,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S087,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S088,C10,c10.validation.S088,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S088,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S089,C10,c10.validation.S089,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S089,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S090,C10,c10.validation.S090,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S090,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S091,C10,c10.validation.S091,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S091,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S092,C10,c10.validation.S092,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S092,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S093,C10,c10.validation.S093,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S093,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S094,C10,c10.validation.S094,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S094,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S095,C10,c10.validation.S095,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S095,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S096,C10,c10.validation.S096,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S096,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S097,C10,c10.validation.S097,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S097,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E02-S098,C10,c10.validation.S098,sec10-cross-field-lifecycle-validation-registry,standalone-validation-to-failure citation,required,C10,c10.failure.S098,sec11-failure-registry,failure identity,runtime,RESOLVED,Actual cell value read literally,1
E03-001,C10,c10.failure.001,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.003,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-002,C10,c10.failure.002,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.003,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-003,C10,c10.failure.003,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.003,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-004,C10,c10.failure.004,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.003,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-005,C10,c10.failure.005,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.003,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-006,C10,c10.failure.006,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.001,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
